ingredient_name,fat_g,carbs_g,protein_g,calories,sodium_mg,category
"Beverages, citrus fruit juice drink, frozen concentrate, prepared with water",0.03,11.4,0.34,46.0,4.0,other
"Beverages, Clam and tomato juice, canned",0.2,11.0,0.6,48.0,362.0,other
"Beverages, COCA-COLA, POWERADE, lemon-lime flavored, ready-to-drink",0.05,7.84,0.0,32.0,42.0,other
"Beverages, Cocktail mix, non-alcoholic, concentrated, frozen",0.01,71.6,0.08,287.0,0.0,other
"Beverages, Cocoa mix, low calorie, powder, with added calcium, phosphorus, aspartame, without added sodium or vitamin A",3.0,58.0,25.1,359.0,653.0,other
"Beverages, Cocoa mix, NESTLE, Hot Cocoa Mix Rich Chocolate With Marshmallows",15.0,75.0,2.8,400.0,800.0,other
"Beverages, Cocoa mix, no sugar added, powder",3.0,71.9,15.5,377.0,876.0,other
"Beverages, Cocoa mix, powder",4.0,83.7,6.67,398.0,504.0,other
"Beverages, Cocoa mix, powder, prepared with water",0.55,11.5,0.92,55.0,73.0,other
"Beverages, cocoa mix, with aspartame, powder, prepared with water",0.23,5.61,1.21,29.0,72.0,other
"Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2",2.08,2.92,0.21,31.0,19.0,other
"Beverages, Coconut water, ready-to-drink, unsweetened",0.0,4.24,0.22,18.0,26.0,other
"Beverages, coffee and cocoa, instant, decaffeinated, with whitener and low calorie sweetener",13.2,71.4,9.0,440.0,500.0,other
"Beverages, coffee substitute, cereal grain beverage, powder",2.52,78.4,6.01,360.0,83.0,other
"Beverages, coffee substitute, cereal grain beverage, powder, prepared with whole milk",3.3,5.6,3.3,65.0,49.0,other
"Beverages, coffee substitute, cereal grain beverage, prepared with water",0.04,1.3,0.1,6.0,5.0,other
"Beverages, coffee, brewed, breakfast blend",0.0,0.17,0.3,2.0,1.0,other
"Beverages, coffee, brewed, espresso, restaurant-prepared",0.18,1.67,0.12,9.0,14.0,other
"Beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated",0.18,1.69,0.1,9.0,14.0,other
"Beverages, coffee, brewed, prepared with tap water",0.02,0.0,0.12,1.0,2.0,other
"Beverages, coffee, brewed, prepared with tap water, decaffeinated",0.0,0.0,0.1,0.0,2.0,other
"Beverages, coffee, instant, chicory",0.0,0.75,0.09,3.0,7.0,other
"Beverages, coffee, instant, decaffeinated, powder",0.2,76.0,11.6,351.0,23.0,other
"Beverages, coffee, instant, decaffeinated, prepared with water",0.0,0.43,0.12,2.0,4.0,other
"Beverages, coffee, instant, mocha, sweetened",15.9,74.0,5.29,460.0,317.0,other
"Beverages, coffee, instant, regular, half the caffeine",0.5,73.2,14.4,352.0,37.0,other
"Beverages, coffee, instant, regular, powder",0.5,75.4,12.2,353.0,37.0,other
"Beverages, coffee, instant, regular, prepared with water",0.0,0.34,0.1,2.0,4.0,other
"Beverages, coffee, instant, vanilla, sweetened, decaffeinated, with non dairy creamer",13.3,86.3,0.0,465.0,333.0,other
"Beverages, coffee, instant, with chicory",0.2,78.9,9.3,355.0,277.0,other
"Beverages, coffee, instant, with whitener, reduced calorie",29.1,59.9,1.96,509.0,0.0,other
"Beverages, coffee, ready to drink, iced, mocha, milk based",0.98,11.4,1.48,60.0,31.0,other
"Beverages, coffee, ready to drink, milk based, sweetened",1.38,12.6,1.98,71.0,26.0,other
"Beverages, coffee, ready to drink, vanilla, light, milk based, sweetened",1.07,4.27,2.14,36.0,34.0,other
"Beverages, Cranberry juice cocktail",0.34,12.2,0.0,52.0,2.0,other
"Beverages, cranberry-apple juice drink, bottled",0.11,15.8,0.0,63.0,2.0,other
"Beverages, cranberry-apple juice drink, low calorie, with vitamin C added",0.0,4.7,0.1,19.0,5.0,other
"Beverages, cranberry-apricot juice drink, bottled",0.0,16.2,0.2,64.0,2.0,other
"Beverages, cranberry-grape juice drink, bottled",0.1,14.0,0.2,56.0,3.0,other
"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",2.17,2.28,5.87,52.0,95.0,other
"Beverages, dairy drink mix, chocolate, reduced calorie, with aspartame, powder, prepared with water and ice",0.23,4.51,2.19,29.0,61.0,other
"Beverages, Dairy drink mix, chocolate, reduced calorie, with low-calorie sweeteners, powder",2.6,51.4,25.0,329.0,659.0,other
"Beverages, DANNON, water, bottled, non-carbonated, with Fluoride",0.0,0.03,0.0,0.0,1.0,other
"Beverages, drink mix, QUAKER OATS, GATORADE, orange flavor, powder",1.23,94.1,0.0,388.0,63.0,other
"Beverages, Eggnog-flavor mix, powder, prepared with whole milk",3.02,14.2,2.93,95.0,55.0,other
"Beverages, Energy Drink with carbonated water and high fructose corn syrup",0.0,15.0,0.42,62.0,48.0,other
"Beverages, Energy drink, AMP",0.08,12.1,0.25,46.0,27.0,other
"Beverages, Energy drink, AMP, sugar free",0.0,1.03,0.0,2.0,31.0,other
"Beverages, Energy drink, FULL THROTTLE",0.08,12.1,0.25,46.0,35.0,other
"Beverages, Energy Drink, Monster, fortified with vitamins C, B2, B3, B6, B12",0.0,11.3,0.47,47.0,77.0,other
"Beverages, Energy drink, RED BULL",0.0,10.2,0.46,43.0,39.0,other
"Beverages, Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12",0.08,0.7,0.25,5.0,83.0,other
"Beverages, Energy drink, ROCKSTAR",0.22,12.7,0.34,58.0,16.0,other
"Beverages, Energy drink, ROCKSTAR, sugar free",0.08,0.7,0.25,4.0,52.0,other
"Beverages, Energy Drink, sugar free",0.0,0.42,0.42,4.0,42.0,other
"Beverages, Energy drink, VAULT Zero, sugar-free, citrus flavor",0.08,0.7,0.25,1.0,14.0,other
"Beverages, Energy drink, VAULT, citrus flavor",0.0,13.0,0.0,49.0,12.0,other
"Beverages, Fruit flavored drink containing less than 3% fruit juice, with high vitamin C",0.0,6.67,0.0,27.0,36.0,other
"Beverages, Fruit flavored drink, less than 3% juice, not fortified with vitamin C",0.0,16.0,0.0,64.0,36.0,other
"Beverages, Fruit flavored drink, reduced sugar, greater than 3% fruit juice, high vitamin C, added calcium",0.37,6.67,0.0,29.0,25.0,other
"Beverages, fruit juice drink, greater than 3% fruit juice, high vitamin C and added thiamin",0.0,13.2,0.13,54.0,61.0,other
"Beverages, fruit juice drink, greater than 3% juice, high vitamin C",0.11,11.4,0.13,46.0,8.0,other
"Beverages, fruit juice drink, reduced sugar, with vitamin E added",0.07,10.0,0.0,39.0,2.0,other
"Beverages, Fruit punch drink, frozen concentrate",0.0,41.4,0.2,162.0,8.0,other
"Beverages, Fruit punch drink, frozen concentrate, prepared with water",0.0,11.7,0.06,46.0,5.0,other
"Beverages, Fruit punch drink, with added nutrients, canned",0.0,11.9,0.0,47.0,38.0,other
"Beverages, fruit punch drink, without added nutrients, canned",0.0,12.0,0.0,48.0,10.0,other
"Beverages, fruit punch juice drink, frozen concentrate",0.7,43.1,0.3,175.0,10.0,other
"Beverages, fruit punch juice drink, frozen concentrate, prepared with water",0.17,11.4,0.07,42.0,5.0,other
"Beverages, fruit punch-flavor drink, powder, without added sodium, prepared with water",0.01,9.47,0.0,37.0,7.0,other
"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",0.04,87.4,0.45,218.0,404.0,other
"Beverages, fruit-flavored drink, powder, with high vitamin C with other added vitamins, low calorie",0.16,91.0,0.25,227.0,14.0,other
"Beverages, FUZE, orange mango, fortified with vitamins A, C, E, B6",0.06,9.2,0.68,38.0,10.0,other
"Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG (Gerolsteiner), naturally sparkling, mineral bottled water",0.0,0.0,0.0,0.0,13.0,other
"Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG,Gerolsteiner naturally sparkling mineral water,",0.0,0.0,0.0,0.0,13.0,other
"Beverages, grape drink, canned",0.0,15.7,0.0,61.0,16.0,other
"Beverages, grape juice drink, canned",0.0,14.6,0.0,57.0,9.0,other
"Beverages, Horchata, as served in restaurant",0.71,11.5,0.48,54.0,14.0,other
"Beverages, Kiwi Strawberry Juice Drink",0.0,12.3,0.0,47.0,11.0,other
"Beverages, KRAFT, coffee, instant, French Vanilla Cafe",19.2,74.6,2.5,481.0,399.0,other
"Beverages, Lemonade fruit juice drink light, fortified with vitamin E and C",0.0,5.0,0.0,21.0,5.0,other
"Beverages, lemonade, frozen concentrate, pink, prepared with water",0.15,10.8,0.05,43.0,4.0,other
"Beverages, Lemonade, powder",1.05,97.6,0.0,376.0,51.0,other
"Beverages, lemonade-flavor drink, powder",1.01,97.9,0.0,380.0,130.0,other
"Beverages, lemonade-flavor drink, powder, prepared with water",0.07,6.9,0.0,27.0,13.0,other
"Beverages, LIPTON BRISK, tea, black, ready-to-drink, lemon",0.0,8.81,0.0,35.0,21.0,other
"Beverages, Malt liquor beverage",0.0,0.0,0.35,40.0,3.0,other
"Beverages, malted drink mix, chocolate, powder",4.76,86.9,5.1,411.0,190.0,other
"Beverages, Malted drink mix, chocolate, powder, prepared with whole milk",3.29,11.2,3.37,85.0,60.0,other
"Beverages, Malted drink mix, chocolate, with added nutrients, powder, prepared with whole milk",3.26,11.2,3.29,87.0,87.0,other
"Beverages, Malted drink mix, natural, powder, dairy based.",9.52,71.2,14.3,428.0,405.0,other
"Beverages, Malted drink mix, natural, powder, prepared with whole milk",3.62,10.2,3.86,88.0,79.0,other
"Beverages, Malted drink mix, natural, with added nutrients, powder, prepared with whole milk",3.21,10.7,3.67,86.0,72.0,other
"Beverages, Meal supplement drink, canned, peanut flavor",3.07,14.7,3.5,101.0,54.0,other
"Beverages, milk beverage, reduced fat, flavored and sweetened, Ready-to-drink,  added calcium, vitamin A and vitamin D",1.83,12.1,3.05,77.0,49.0,other
"Beverages, MINUTE MAID, Lemonada, Limeade",0.0,13.8,0.0,50.0,6.0,other
"Beverages, Mixed vegetable and fruit juice drink, with added nutrients",0.01,7.47,0.04,29.0,21.0,other
"Beverages, MONSTER energy drink, low carb",0.0,1.38,0.0,5.0,75.0,other
"Beverages, MOTTS, Apple juice light, fortified with vitamin C",0.1,5.1,0.0,22.0,13.0,other
"Beverages, NESTEA, tea, black, ready-to-drink, lemon",0.0,9.09,0.0,36.0,21.0,other
"Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink",5.38,17.3,5.38,138.0,77.0,other
"Beverages, nutritional shake mix, high protein, powder",10.7,20.4,53.6,392.0,1210.0,other
"Beverages, OCEAN SPRAY, Cran Cherry",0.0,12.8,0.19,46.0,7.0,other
"Beverages, OCEAN SPRAY, Cran Grape",0.0,13.2,0.21,54.0,19.0,other
"Beverages, OCEAN SPRAY, Cran Lemonade",0.0,11.1,0.07,45.0,52.0,other
"Beverages, OCEAN SPRAY, Cran Pomegranate",0.01,12.6,0.07,47.0,12.0,other
"Beverages, OCEAN SPRAY, Cran Raspberry Juice Drink",0.0,12.0,0.28,49.0,14.0,other
"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink",0.0,3.75,0.0,15.0,21.0,other
"Beverages, OCEAN SPRAY, Cranberry-Apple Juice Drink, bottled",0.0,13.7,0.29,56.0,19.0,other
"Beverages, OCEAN SPRAY, Diet Cran Cherry",0.0,0.7,0.21,4.0,8.0,other
"Beverages, OCEAN SPRAY, Diet Cranberry Juice",0.0,0.8,0.07,4.0,7.0,other
"Beverages, OCEAN SPRAY, Light Cranberry",0.01,4.72,0.22,19.0,15.0,other
"Beverages, OCEAN SPRAY, Light Cranberry and Raspberry Flavored Juice",0.0,5.77,0.73,26.0,2.0,other
"Beverages, OCEAN SPRAY, Light Cranberry, Concord Grape",0.02,5.78,0.36,23.0,8.0,other
"Beverages, OCEAN SPRAY, Ruby Red cranberry",0.01,11.6,0.07,45.0,11.0,other
"Beverages, OCEAN SPRAY, White Cranberry Peach",0.01,11.9,0.13,45.0,11.0,other
"Beverages, OCEAN SPRAY, White Cranberry Strawberry Flavored Juice Drink",0.01,12.0,0.22,49.0,3.0,other
"Beverages, orange and apricot juice drink, canned",0.1,12.7,0.3,51.0,2.0,other
"Beverages, orange breakfast drink, ready-to-drink, with added nutrients",0.0,13.2,0.0,53.0,54.0,other
"Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate",0.0,39.0,0.4,153.0,26.0,other
"Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate, prepared with water",0.0,11.3,0.12,45.0,10.0,other
"Beverages, orange drink, canned, with added vitamin C",0.07,12.3,0.0,49.0,3.0,other
"Beverages, Orange juice drink",0.0,13.4,0.2,54.0,2.0,other
"Beverages, Orange juice, light, No pulp",0.0,5.42,0.21,21.0,4.0,other
"Beverages, Orange-flavor drink, breakfast type, low calorie, powder",0.0,85.9,3.6,217.0,81.0,other
"Beverages, orange-flavor drink, breakfast type, powder",0.0,98.9,0.0,386.0,17.0,other
"Beverages, orange-flavor drink, breakfast type, powder, prepared with water",0.0,12.6,0.0,49.0,5.0,other
"Beverages, Orange-flavor drink, breakfast type, with pulp, frozen concentrate, prepared with water",0.14,12.2,0.03,49.0,10.0,other
"Beverages, Orange-flavor drink, breakfast type, with pulp, frozen concentrate.",0.5,42.9,0.1,172.0,24.0,other
"Beverages, OVALTINE, chocolate malt powder",0.0,93.0,0.0,372.0,530.0,other
"Beverages, OVALTINE, Classic Malt powder",0.0,93.3,0.0,372.0,636.0,other
"Beverages, PEPSICO QUAKER, Gatorade G2, low calorie",0.01,1.94,0.05,8.0,45.0,other
"Beverages, PEPSICO QUAKER, Gatorade, G performance O 2, ready-to-drink.",0.0,6.43,0.0,26.0,39.0,other
"Beverages, pineapple and grapefruit juice drink, canned",0.1,11.6,0.2,47.0,14.0,other
"Beverages, pineapple and orange juice drink, canned",0.0,11.8,1.3,50.0,3.0,other
"Beverages, Powerade Zero Ion4, calorie-free, assorted flavors",0.0,0.0,0.0,0.0,42.0,other
"Beverages, POWERADE, Zero, Mixed Berry",0.0,0.14,0.0,0.0,42.0,other
"Beverages, Propel Zero, fruit-flavored, non-carbonated",0.0,1.14,0.0,5.0,33.0,other
"Beverages, Protein powder soy based",5.56,28.9,55.6,388.0,733.0,other
"Beverages, Protein powder whey based",1.56,6.25,78.1,352.0,156.0,other
"Beverages, rice milk, unsweetened",0.97,9.17,0.28,47.0,39.0,other
"Beverages, rich chocolate, powder",0.0,93.0,0.0,372.0,636.0,other
"Beverages, shake, fast food, strawberry",2.8,18.9,3.4,113.0,83.0,other
"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",3.38,0.85,6.59,61.0,72.0,other
"Beverages, SNAPPLE, tea, black and green, ready to drink, lemon, diet",0.0,0.1,0.1,2.0,3.0,other
"Beverages, SNAPPLE, tea, black and green, ready to drink, peach, diet",0.0,0.1,0.1,2.0,3.0,other
"Beverages, Strawberry-flavor beverage mix, powder, prepared with whole milk",3.1,12.3,3.0,88.0,48.0,other
"Beverages, tea, black, brewed, prepared with distilled water",0.0,0.3,0.0,1.0,0.0,other
"Beverages, tea, black, brewed, prepared with tap water",0.0,0.3,0.0,1.0,3.0,other
"Beverages, tea, black, brewed, prepared with tap water, decaffeinated",0.0,0.3,0.0,1.0,3.0,other
"Beverages, tea, black, ready to drink",0.0,0.0,0.0,0.0,2.0,other
"Beverages, tea, black, ready to drink, decaffeinated",0.0,8.75,0.0,38.0,8.0,other
"Beverages, tea, black, ready to drink, decaffeinated, diet",0.0,0.83,0.0,0.0,4.0,other
"Beverages, tea, black, ready-to-drink, lemon, diet",0.0,0.22,0.0,1.0,17.0,other
"Beverages, tea, black, ready-to-drink, lemon, sweetened",0.22,10.8,0.0,45.0,3.0,other
"Beverages, tea, black, ready-to-drink, peach, diet",0.0,0.25,0.0,1.0,5.0,other
"Beverages, tea, green, brewed, decaffeinated",0.0,0.0,0.0,0.0,0.0,other
"Beverages, tea, green, brewed, regular",0.0,0.0,0.22,1.0,1.0,other
"Beverages, tea, green, instant, decaffeinated, lemon, unsweetened, fortified with vitamin C",0.0,94.4,0.0,378.0,0.0,other
"Beverages, tea, green, ready to drink, ginseng and honey, sweetened",0.18,7.16,0.0,30.0,2.0,other
"Beverages, tea, green, ready to drink, unsweetened",0.0,0.0,0.0,0.0,7.0,other
"Beverages, tea, green, ready-to-drink, citrus, diet, fortified with vitamin C",0.0,0.31,0.0,1.0,26.0,other
"Beverages, tea, green, ready-to-drink, diet",0.0,0.93,0.0,4.0,6.0,other
"Beverages, tea, green, ready-to-drink, sweetened",0.22,6.2,0.0,27.0,21.0,other
"Beverages, tea, herb, brewed, chamomile",0.0,0.2,0.0,1.0,1.0,other
"Beverages, tea, herb, other than chamomile, brewed",0.0,0.2,0.0,1.0,1.0,other
"Beverages, tea, hibiscus, brewed",0.0,0.0,0.0,0.0,4.0,other
"Beverages, tea, instant, decaffeinated, lemon, diet",0.6,85.4,3.3,338.0,412.0,other
"Beverages, tea, instant, decaffeinated, lemon, sweetened",0.73,98.6,0.12,401.0,5.0,other
"Beverages, tea, instant, decaffeinated, unsweetened",0.0,58.7,20.2,315.0,72.0,other
"Beverages, tea, instant, lemon, diet",0.0,0.44,0.02,2.0,6.0,other
"Beverages, tea, instant, lemon, sweetened, powder",0.73,98.6,0.12,401.0,5.0,other
"Beverages, tea, instant, lemon, sweetened, prepared with water",0.06,8.61,0.01,35.0,2.0,other
"Beverages, tea, instant, lemon, unsweetened",0.18,78.5,7.4,345.0,55.0,other
"Beverages, tea, instant, lemon, with added ascorbic acid",0.3,97.6,0.6,385.0,5.0,other
"Beverages, tea, instant, sweetened with sodium saccharin, lemon-flavored, powder",0.6,85.4,3.3,338.0,412.0,other
"Beverages, tea, instant, unsweetened, powder",0.0,58.7,20.2,315.0,72.0,other
"Beverages, tea, instant, unsweetened, prepared with water",0.0,0.17,0.06,1.0,4.0,other
"Beverages, tea, Oolong, brewed",0.0,0.15,0.0,1.0,3.0,other
"Beverages, tea, ready-to-drink, lemon, diet",0.0,0.41,0.0,2.0,1.0,other
"Beverages, The COCA-COLA company, DASANI, water, bottled, non-carbonated",0.0,0.0,0.0,0.0,0.0,other
"Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch, fortified",0.0,0.0,0.0,0.0,0.0,other
"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",0.0,12.5,0.0,45.0,8.0,other
"Beverages, The COCA-COLA company, Minute Maid, Lemonade",0.0,12.1,0.0,46.0,6.0,other
"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",0.0,11.2,0.0,44.0,85.0,other
"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",0.0,1.03,0.0,4.0,85.0,other
"Beverages, Tropical Punch, ready-to-drink",0.0,2.5,0.0,10.0,13.0,other
"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",13.5,50.0,27.9,433.0,495.0,other
"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",13.3,73.9,8.13,448.0,472.0,other
"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",1.93,7.74,3.32,57.0,68.0,other
"Beverages, V8 SPLASH Juice Drinks, Berry Blend",0.0,7.41,0.0,29.0,21.0,other
"Beverages, V8 SPLASH Juice Drinks, Diet Berry Blend",0.0,1.23,0.0,4.0,14.0,other
"Beverages, V8 SPLASH Juice Drinks, Diet Fruit Medley",0.0,1.26,0.0,4.0,13.0,other
"Beverages, V8 SPLASH Juice Drinks, Diet Strawberry Kiwi",0.0,1.26,0.0,4.0,13.0,other
"Beverages, V8 SPLASH Juice Drinks, Diet Tropical Blend",0.0,1.26,0.0,4.0,15.0,other
"Beverages, V8 SPLASH Juice Drinks, Fruit Medley",0.0,7.82,0.0,33.0,21.0,other
"Beverages, V8 SPLASH Juice Drinks, Guava Passion Fruit",0.0,7.82,0.0,33.0,14.0,other
"Beverages, V8 SPLASH Juice Drinks, Mango Peach",0.0,8.23,0.0,33.0,16.0,other
"Beverages, V8 SPLASH Juice Drinks, Orange Pineapple",0.0,7.41,0.0,29.0,21.0,other
"Beverages, V8 SPLASH Juice Drinks, Orchard Blend",0.0,7.82,0.0,33.0,21.0,other
"Beverages, V8 SPLASH Juice Drinks, Strawberry Banana",0.0,7.41,0.0,29.0,21.0,other
"Beverages, V8 SPLASH Juice Drinks, Strawberry Kiwi",0.0,7.41,0.0,29.0,21.0,other
"Beverages, V8 SPLASH Juice Drinks, Tropical Blend",0.0,7.41,0.0,29.0,21.0,other
"Beverages, V8 SPLASH Smoothies, Peach Mango",0.0,7.76,1.22,37.0,29.0,other
"Beverages, V8 SPLASH Smoothies, Strawberry Banana",0.0,8.16,1.22,37.0,29.0,other
"Beverages, V8 SPLASH Smoothies, Tropical Colada",0.0,8.54,1.22,41.0,20.0,other
"Beverages, V8 V- FUSION Juices, Acai Berry",0.0,11.0,0.0,45.0,28.0,other
"Beverages, V8 V-FUSION Juices, Peach Mango",0.0,11.4,0.41,49.0,28.0,other
"Beverages, V8 V-FUSION Juices, Strawberry Banana",0.0,11.8,0.41,49.0,28.0,other
"Beverages, V8 V-FUSION Juices, Tropical",0.0,11.4,0.41,49.0,33.0,other
"Beverages, vegetable and fruit juice blend, 100% juice, with added vitamins A, C, E",0.01,11.2,0.3,46.0,29.0,other
"Beverages, Vegetable and fruit juice drink, reduced calorie, with low-calorie sweetener, added vitamin C",0.0,1.1,0.0,4.0,14.0,other
"Beverages, Water with added vitamins and minerals, bottles, sweetened, assorted fruit flavors",0.0,5.49,0.0,22.0,0.0,other
"Beverages, water, bottled, non-carbonated, CALISTOGA",0.0,0.0,0.0,0.0,0.0,other
"Beverages, water, bottled, non-carbonated, CRYSTAL GEYSER",0.0,0.0,0.0,0.0,1.0,other
"Beverages, water, bottled, non-carbonated, DANNON",0.0,0.0,0.0,0.0,0.0,other
"Beverages, water, bottled, non-carbonated, EVIAN",0.0,0.0,0.0,0.0,0.0,other
"Beverages, water, bottled, non-carbonated, PEPSI, AQUAFINA",0.0,0.0,0.0,0.0,0.0,other
"Beverages, water, bottled, PERRIER",0.0,0.0,0.0,0.0,1.0,other
"Beverages, water, bottled, POLAND SPRING",0.0,0.0,0.0,0.0,1.0,other
"Beverages, water, bottled, yumberry, pomegranate with anti-oxidants, zero calories",0.0,1.25,0.0,5.0,10.0,other
"Beverages, water, tap, drinking",0.0,0.0,0.0,0.0,4.0,other
"Beverages, water, tap, municipal",0.0,0.0,0.0,0.0,3.0,other
"Beverages, water, tap, well",0.0,0.0,0.0,0.0,5.0,other
"Beverages, WENDY'S, tea, ready-to-drink, unsweetened",0.0,0.0,0.22,1.0,3.0,other
"Beverages, Whey protein powder isolate",1.16,29.1,58.1,359.0,372.0,other
"Beverages, Whiskey sour mix, bottled",0.1,21.4,0.1,87.0,102.0,other
"Beverages, Whiskey sour mix, powder",0.1,97.3,0.6,383.0,274.0,other
"Beverages, Wine, non-alcoholic",0.0,1.1,0.5,6.0,7.0,other
"Beverages, yellow green colored citrus soft drink with caffeine",0.0,12.8,0.0,49.0,18.0,other
"Beverages, ZEVIA, cola",0.0,1.13,0.0,0.0,6.0,other
"Beverages, ZEVIA, cola, caffeine free",0.0,1.13,0.0,0.0,6.0,other
"Biscuits, mixed grain, refrigerated dough",5.6,47.4,6.1,263.0,670.0,other
"Biscuits, plain or buttermilk, dry mix",15.4,63.4,8.0,428.0,1280.0,other
"Biscuits, plain or buttermilk, dry mix, prepared",12.1,48.4,7.3,335.0,955.0,other
"Biscuits, plain or buttermilk, frozen, baked",11.0,53.9,6.2,338.0,942.0,other
"Biscuits, plain or buttermilk, prepared from recipe",16.3,44.6,7.0,353.0,580.0,other
"Biscuits, plain or buttermilk, refrigerated dough, higher fat",10.6,46.3,6.66,307.0,977.0,other
"Biscuits, plain or buttermilk, refrigerated dough, higher fat, baked",11.2,49.0,6.79,324.0,1000.0,other
"Biscuits, plain or buttermilk, refrigerated dough, lower fat",7.83,43.7,6.7,270.0,828.0,other
"Biscuits, plain or buttermilk, refrigerated dough, lower fat, baked",9.1,51.6,7.8,319.0,962.0,other
"Bison, ground, grass-fed, cooked",8.62,0.0,25.4,179.0,76.0,other
"Bison, ground, grass-fed, raw",7.21,0.05,20.2,146.0,70.0,other
"Bison, ground, raw",8.88,-0.15,19.9,0.0,55.7,other
"Blackberries, canned, heavy syrup, solids and liquids",0.14,23.1,1.31,92.0,3.0,other
"Blackberries, frozen, unsweetened",0.43,15.7,1.18,64.0,1.0,other
"Blackberries, raw",0.49,9.61,1.39,43.0,1.0,other
"Blackberries, raw",0.0,0.0,1.53,0.0,1.55,other
"Blackberries, wild, raw (Alaska Native)",1.07,9.84,0.84,52.0,6.0,other
"Blackberry juice, canned",0.6,7.8,0.3,38.0,1.0,other
"Blackeye pea, canned, sodium added, drained and rinsed",1.3,19.2,6.92,0.0,227.0,other
"Blackeye pea, dry",2.42,61.8,21.2,0.0,3.46,other
Blood sausage,34.5,1.29,14.6,379.0,680.0,other
"Blueberries, canned, heavy syrup, solids and liquids",0.33,22.1,0.65,88.0,3.0,other
"Blueberries, canned, light syrup, drained",0.4,22.7,1.04,88.0,3.0,other
"Blueberries, dried, sweetened",2.5,80.0,2.5,317.0,3.0,other
"Blueberries, frozen, sweetened",0.13,22.0,0.4,85.0,1.0,other
"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",0.64,12.2,0.42,51.0,1.0,other
"Blueberries, raw",0.306,14.6,0.703,0.0,0.0,other
"Blueberries, raw",0.33,14.5,0.74,57.0,1.0,other
"Blueberries, wild, canned, heavy syrup, drained",0.34,28.3,0.56,107.0,1.0,other
"Blueberries, wild, frozen (Alaska Native)",0.0,10.4,0.7,44.0,0.0,other
"Blueberries, wild, frozen (Includes foods for USDA's Food Distribution Program)",0.16,13.8,0.0,57.0,3.0,other
"Blueberries, wild, raw (Alaska Native)",0.76,12.3,1.22,61.0,6.0,other
"Bockwurst, pork, veal, raw",25.9,2.95,14.0,301.0,756.0,other
"Bologna, beef",26.1,4.29,10.9,299.0,1010.0,other
"Bologna, beef and pork",24.6,5.49,15.2,308.0,960.0,other
"Bologna, beef and pork, low fat",19.3,2.6,11.5,230.0,1110.0,other
"Bologna, beef, low fat",14.8,5.2,11.8,204.0,821.0,other
"Bologna, chicken, pork",30.6,4.19,10.3,336.0,1240.0,other
"Bologna, chicken, pork, beef",22.7,5.61,11.3,272.0,1120.0,other
"Bologna, chicken, turkey, pork",26.2,5.65,9.88,298.0,922.0,other
"Bologna, meat and poultry",23.8,6.31,10.3,281.0,1380.0,other
"Bologna, pork",19.9,0.73,15.3,247.0,907.0,other
"Bologna, pork and turkey, lite",16.1,3.45,13.1,211.0,716.0,other
"Bologna, pork, turkey and beef",29.2,6.66,11.6,336.0,1060.0,other
"Bologna, turkey",16.0,4.68,11.4,209.0,1070.0,other
"Borage, cooked, boiled, drained, with salt",0.81,3.55,2.09,25.0,324.0,other
"Borage, cooked, boiled, drained, without salt",0.81,3.55,2.09,25.0,88.0,other
"Borage, raw",0.7,3.06,1.8,21.0,80.0,other
"Boysenberries, canned, heavy syrup",0.12,22.3,0.99,88.0,3.0,other
"Boysenberries, frozen, unsweetened",0.26,12.2,1.1,50.0,1.0,other
"Bratwurst, beef and pork, smoked",26.3,2.0,12.2,297.0,848.0,other
"Bratwurst, chicken, cooked",10.4,0.0,19.4,176.0,72.0,other
"Bratwurst, pork, beef and turkey, lite, smoked",13.5,1.62,14.4,186.0,982.0,other
"Bratwurst, pork, beef, link",27.8,2.98,14.3,323.0,1110.0,other
"Bratwurst, pork, cooked",29.2,2.85,13.7,333.0,846.0,other
"Bratwurst, veal, cooked",31.7,0.0,14.0,341.0,60.0,other
