ingredient_name,fat_g,carbs_g,protein_g,calories,sodium_mg,category
"Toddler drink, MEAD JOHNSON, PurAmino Toddler Powder, with ARA and DHA, not reconstituted",26.0,55.7,13.9,512.0,230.0,other
"Toddler formula, MEAD JOHNSON, ENFAGROW PREMIUM (formerly ENFAMIL, LIPIL, NEXT STEP), ready-to-feed",3.63,7.18,1.78,64.0,25.0,other
"Toddler formula, MEAD JOHNSON, ENFAGROW, Toddler Transitions, with ARA and DHA, powder",26.9,52.8,12.9,505.0,179.0,other
"Toddler formula, MEAD JOHNSON, Nutramigen Toddler with LGG Powder, with ARA and DHA, not reconstituted",21.0,62.0,12.0,485.0,178.0,other
Tofu yogurt,1.8,16.0,3.5,94.0,35.0,other
"Tofu, dried-frozen (koyadofu)",30.3,10.0,52.5,477.0,6.0,other
"Tofu, dried-frozen (koyadofu), prepared with calcium sulfate",30.3,8.3,52.4,470.0,6.0,other
"Tofu, extra firm, prepared with nigari",5.26,1.18,9.98,83.0,4.0,other
"Tofu, firm, prepared with calcium sulfate and magnesium chloride (nigari)",4.17,2.85,9.04,78.0,12.0,other
"Tofu, fried",20.2,8.86,18.8,270.0,16.0,other
"Tofu, fried, prepared with calcium sulfate",20.2,8.86,18.8,270.0,16.0,other
"Tofu, hard, prepared with nigari",9.99,4.39,12.7,145.0,2.0,other
"Tofu, raw, firm, prepared with calcium sulfate",8.72,2.78,17.3,144.0,14.0,other
"Tofu, raw, regular, prepared with calcium sulfate",4.78,1.87,8.08,76.0,7.0,other
"Tofu, salted and fermented (fuyu)",8.0,4.38,8.92,116.0,2870.0,other
"Tofu, salted and fermented (fuyu), prepared with calcium sulfate",8.0,5.15,8.15,116.0,2870.0,other
"Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",3.69,1.18,7.17,61.0,8.0,other
"Tomatillos, dehusked, raw",0.0,0.0,1.06,0.0,0.311,other
"Tomatillos, raw",1.02,5.84,0.96,32.0,1.0,other
"Tomato and vegetable juice, low sodium",0.1,4.59,0.6,22.0,58.0,other
"Tomato juice, canned, with salt added",0.29,3.53,0.85,17.0,253.0,other
"Tomato juice, canned, without salt added",0.29,3.53,0.85,17.0,10.0,other
"Tomato juice, with added ingredients, from concentrate, shelf stable",0.288,4.32,0.859,0.0,236.0,other
Tomato powder,0.44,74.7,12.9,302.0,134.0,other
"Tomato products, canned, paste, without salt added (Includes foods for USDA's Food Distribution Program)",0.47,18.9,4.32,82.0,59.0,other
"Tomato products, canned, puree, with salt added",0.21,8.98,1.65,38.0,202.0,other
"Tomato products, canned, puree, without salt added",0.21,8.98,1.65,38.0,28.0,other
"Tomato products, canned, sauce",0.3,5.31,1.2,24.0,474.0,other
"Tomato products, canned, sauce, spanish style",0.27,7.24,1.44,33.0,472.0,other
"Tomato products, canned, sauce, with herbs and cheese",1.93,10.2,2.13,59.0,543.0,other
"Tomato products, canned, sauce, with mushrooms",0.13,8.43,1.45,35.0,452.0,other
"Tomato products, canned, sauce, with onions",0.19,9.94,1.56,42.0,551.0,other
"Tomato products, canned, sauce, with onions, green peppers, and celery",0.74,8.77,0.94,41.0,368.0,other
"Tomato products, canned, sauce, with tomato tidbits",0.39,7.09,1.32,32.0,15.0,other
"Tomato sauce, canned, no salt added",0.3,5.31,1.2,24.0,11.0,other
"Tomato, paste, canned, without salt added",0.732,20.2,4.23,0.0,61.2,other
"Tomato, puree, canned",0.265,8.04,1.58,0.0,29.4,other
"Tomato, roma",0.425,3.84,0.696,0.0,0.0,other
"Tomato, sauce, canned, with salt added",0.382,6.33,1.35,0.0,417.0,other
"Tomatoes, canned, red, ripe, diced",0.5,3.32,0.84,18.0,125.0,other
"Tomatoes, crushed, canned",0.28,7.29,1.64,32.0,186.0,other
"Tomatoes, crushed, canned",0.398,7.14,1.44,0.0,140.0,other
"Tomatoes, grape, raw",0.63,5.51,0.83,27.0,6.0,other
"Tomatoes, green, raw",0.2,5.1,1.2,23.0,13.0,other
"Tomatoes, orange, raw",0.19,3.18,1.16,16.0,42.0,other
"Tomatoes, red, ripe, canned, packed in tomato juice",0.25,3.47,0.79,16.0,115.0,other
"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",0.25,3.47,0.79,16.0,10.0,other
"Tomatoes, red, ripe, canned, stewed",0.19,6.19,0.91,26.0,221.0,other
"Tomatoes, red, ripe, canned, with green chilies",0.08,3.62,0.69,15.0,401.0,other
"Tomatoes, red, ripe, cooked",0.11,4.01,0.95,18.0,11.0,other
"Tomatoes, red, ripe, cooked, stewed",2.68,13.0,1.96,79.0,455.0,other
"Tomatoes, red, ripe, cooked, with salt",0.11,4.01,0.95,18.0,247.0,other
"Tomatoes, red, ripe, raw, year round average",0.2,3.89,0.88,18.0,5.0,other
"Tomatoes, sun-dried",2.97,55.8,14.1,258.0,107.0,other
"Tomatoes, sun-dried, packed in oil, drained",14.1,23.3,5.06,213.0,266.0,other
"Tomatoes, whole, canned, solids and liquids, with salt added",0.206,4.29,0.868,0.0,112.0,other
"Tomatoes, yellow, raw",0.26,2.98,0.98,15.0,23.0,other
"Topping, SMUCKER'S MAGIC SHELL",44.1,50.1,2.94,609.0,29.0,other
"Toppings, butterscotch or caramel",0.0,57.0,1.21,216.0,341.0,other
"Toppings, marshmallow cream",0.3,79.0,0.8,322.0,80.0,other
"Toppings, nuts in syrup",22.0,58.1,4.5,448.0,42.0,other
"Toppings, pineapple",0.1,66.4,0.1,253.0,42.0,other
"Toppings, strawberry",0.1,66.3,0.2,254.0,21.0,other
"Tortellini, pasta with cheese filling, fresh-refrigerated, as purchased",7.23,47.0,13.5,307.0,406.0,other
"Tortilla chips, low fat, baked without fat",5.7,80.2,11.0,448.0,517.0,other
"Tortilla chips, yellow, plain, salted",22.3,67.4,6.62,497.0,310.0,other
"Tortilla, blue corn, Sakwavikaviki (Hopi)",1.4,58.1,7.83,276.0,663.0,other
"Tortilla, includes plain and from mutton sandwich (Navajo)",0.95,49.9,7.28,237.0,482.0,other
"Tortillas, ready-to-bake or -fry, corn",2.85,44.6,5.7,218.0,45.0,other
"Tortillas, ready-to-bake or -fry, corn, without added salt",2.5,46.6,5.7,222.0,11.0,other
"Tortillas, ready-to-bake or -fry, flour, refrigerated",7.99,49.4,8.2,306.0,736.0,other
"Tortillas, ready-to-bake or -fry, flour, shelf stable",7.58,49.3,8.01,297.0,742.0,other
"Tortillas, ready-to-bake or -fry, flour, without added calcium",7.1,55.6,8.7,325.0,478.0,other
"Tortillas, ready-to-bake or -fry, whole wheat",9.76,45.9,9.76,310.0,617.0,other
"Tostada shells, corn",23.4,64.4,6.15,474.0,657.0,other
"Tree fern, cooked, with salt",0.07,10.8,0.29,40.0,241.0,other
"Tree fern, cooked, without salt",0.07,11.0,0.29,40.0,5.0,other
Triticale,2.09,72.1,13.0,336.0,5.0,other
"Triticale flour, whole-grain",1.81,73.1,13.2,338.0,2.0,other
"Tuna, ahi or yellowfin, frozen, wild caught",0.388,-0.104,24.7,0.0,94.4,other
"Turkey and gravy, frozen",2.63,4.61,5.88,67.0,554.0,other
"Turkey breast, low salt, prepackaged or deli, luncheon meat",0.83,3.51,21.8,109.0,772.0,other
"Turkey breast, pre-basted, meat and skin, cooked, roasted",3.46,0.0,22.2,126.0,397.0,other
"Turkey breast, sliced, prepackaged",3.77,2.2,14.8,106.0,898.0,other
"Turkey from whole, light meat, meat and skin, with added solution, cooked, roasted",5.64,0.0,26.5,157.0,237.0,other
"Turkey from whole, light meat, meat and skin, with added solution, raw",7.42,0.14,20.0,147.0,195.0,other
"Turkey from whole, light meat, meat only, with added solution, cooked, roasted",2.08,0.0,27.0,127.0,238.0,other
"Turkey from whole, light meat, meat only, with added solution, raw",1.66,0.0,21.5,101.0,206.0,other
"Turkey Pot Pie, frozen entree",8.8,17.7,6.5,176.0,350.0,other
"Turkey roast, boneless, frozen, seasoned, light and dark meat, raw",2.2,6.4,17.6,120.0,678.0,other
"Turkey sticks, breaded, battered, fried",16.9,17.0,14.2,279.0,838.0,other
"Turkey thigh, pre-basted, meat and skin, cooked, roasted",8.54,0.0,18.8,157.0,437.0,other
"Turkey, all classes, back, meat and skin, cooked, roasted",14.4,0.16,26.6,244.0,73.0,other
"Turkey, all classes, breast, meat and skin, cooked, roasted",7.41,0.0,28.7,189.0,63.0,other
"Turkey, all classes, breast, meat and skin, raw",7.02,0.0,21.9,157.0,59.0,other
"Turkey, all classes, gizzard, cooked, simmered",4.64,0.0,26.4,155.0,127.0,other
"Turkey, all classes, heart, cooked, simmered",7.52,0.0,24.9,174.0,140.0,other
"Turkey, all classes, heart, raw",7.44,0.4,16.7,140.0,129.0,other
"Turkey, all classes, leg, meat and skin, cooked, roasted",9.82,0.0,27.9,208.0,77.0,other
"Turkey, all classes, leg, meat and skin, raw",6.72,0.0,19.5,144.0,74.0,other
"Turkey, all classes, light meat, cooked, roasted",2.08,0.0,30.1,147.0,99.0,other
"Turkey, all classes, liver, cooked, simmered",8.18,0.0,27.0,189.0,98.0,other
"Turkey, all classes, liver, raw",5.5,0.0,18.3,128.0,131.0,other
"Turkey, all classes, wing, meat and skin, cooked, roasted",12.4,0.0,27.4,229.0,61.0,other
"Turkey, all classes, wing, meat and skin, raw",12.3,0.0,20.2,197.0,55.0,other
"Turkey, back, from whole bird, meat and skin, with added solution, raw",15.4,0.15,16.9,206.0,157.0,other
"Turkey, back, from whole bird, meat and skin, with added solution, roasted",11.4,0.0,25.8,205.0,237.0,other
"Turkey, back, from whole bird, meat only, with added solution, raw",4.12,0.15,19.3,115.0,167.0,other
"Turkey, back, from whole bird, meat only, with added solution, roasted",2.08,0.0,27.0,127.0,238.0,other
"Turkey, breast, from whole bird, meat only, with added solution, raw",1.66,0.14,21.5,102.0,206.0,other
"Turkey, breast, from whole bird, meat only, with added solution, roasted",2.08,0.0,27.0,127.0,238.0,other
"Turkey, breast, smoked, lemon pepper flavor, 97% fat-free",0.69,1.31,20.9,95.0,1160.0,other
"Turkey, canned, meat only, with broth",6.86,1.47,23.7,169.0,518.0,other
"Turkey, dark meat from whole, meat and skin, with added solution, cooked, roasted",10.8,0.0,25.6,199.0,206.0,other
"Turkey, dark meat from whole, meat and skin, with added solution, raw",10.8,0.15,17.8,169.0,161.0,other
"Turkey, dark meat from whole, meat only, with added solution, raw",4.12,0.1,19.3,115.0,167.0,other
"Turkey, dark meat, meat and skin, raw",8.97,0.15,19.8,166.0,113.0,other
"Turkey, dark meat, meat only, with added solution, cooked, roasted",6.0,0.0,26.1,158.0,201.0,other
"Turkey, diced, light and dark meat, seasoned",6.0,1.0,18.7,138.0,850.0,other
"Turkey, drumstick, from whole bird, meat only, raw",1.48,0.14,23.7,109.0,113.0,other
"Turkey, drumstick, from whole bird, meat only, roasted",2.08,0.0,30.1,139.0,99.0,other
"Turkey, drumstick, from whole bird, meat only, with added solution, raw",4.12,0.15,19.3,115.0,167.0,other
"Turkey, drumstick, from whole bird, meat only, with added solution, roasted",6.0,0.0,26.1,158.0,201.0,other
"Turkey, drumstick, smoked, cooked, with skin, bone removed",9.8,0.0,27.9,200.0,996.0,other
"Turkey, fryer-roasters, meat and skin, cooked, roasted",5.72,0.0,28.3,172.0,66.0,other
"Turkey, gizzard, all classes, raw",3.37,0.0,18.8,111.0,147.0,other
"Turkey, ground, 85% lean, 15% fat, pan-broiled crumbles",17.4,0.0,25.1,258.0,85.0,other
"Turkey, ground, 85% lean, 15% fat, patties, broiled",16.2,0.0,25.9,249.0,81.0,other
"Turkey, ground, 85% lean, 15% fat, raw",12.5,0.0,16.9,180.0,54.0,other
"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",11.6,0.0,27.1,213.0,90.0,other
"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",11.6,0.0,27.1,220.0,90.0,other
"Turkey, ground, 93% lean, 7% fat, patties, broiled",11.4,0.0,25.9,207.0,91.0,other
"Turkey, ground, 93% lean, 7% fat, raw",8.34,0.0,18.7,150.0,69.0,other
"Turkey, ground, 93% lean/ 7% fat, raw",9.59,0.0,17.3,0.0,80.2,other
"Turkey, Ground, cooked",10.4,0.0,27.4,203.0,78.0,other
"Turkey, ground, fat free, pan-broiled crumbles",2.71,0.0,31.7,151.0,61.0,other
"Turkey, ground, fat free, patties, broiled",2.48,0.0,29.0,138.0,59.0,other
"Turkey, ground, fat free, raw",1.95,0.0,23.6,112.0,51.0,other
"Turkey, Ground, raw",7.66,0.0,19.7,148.0,58.0,other
"Turkey, light or dark meat, smoked, cooked, skin and bone removed",5.0,0.0,29.3,162.0,996.0,other
"Turkey, light or dark meat, smoked, cooked, with skin, bone removed",9.7,0.0,28.1,208.0,996.0,other
"Turkey, mechanically deboned, from turkey frames, raw",16.0,0.0,13.3,201.0,48.0,other
"Turkey, retail parts, breast, meat and skin, cooked, roasted",5.33,0.05,29.0,164.0,114.0,other
"Turkey, retail parts, breast, meat and skin, raw",7.45,0.0,21.9,155.0,72.0,other
"Turkey, retail parts, breast, meat and skin, with added solution, raw",6.75,0.03,20.8,144.0,126.0,other
"Turkey, retail parts, breast, meat only, cooked, roasted",1.97,0.0,29.5,136.0,114.0,other
"Turkey, retail parts, breast, meat only, raw",2.33,0.0,23.3,114.0,74.0,other
"Turkey, retail parts, breast, meat only, with added solution, cooked, roasted",2.08,0.0,27.9,130.0,184.0,other
"Turkey, retail parts, breast, meat only, with added solution, raw",2.53,0.0,22.0,111.0,124.0,other
"Turkey, retail parts, drumstick, meat and skin, cooked, roasted",9.37,0.0,28.2,197.0,112.0,other
"Turkey, retail parts, drumstick, meat and skin, raw",6.84,0.0,20.0,141.0,86.0,other
"Turkey, retail parts, drumstick, meat only, cooked, roasted",6.52,0.0,28.6,173.0,112.0,other
"Turkey, retail parts, drumstick, meat only, raw",3.97,0.0,20.5,118.0,87.0,other
"Turkey, retail parts, thigh, meat and skin, cooked, roasted",9.5,0.41,24.0,183.0,101.0,other
"Turkey, retail parts, thigh, meat and skin, raw",9.16,0.0,19.5,161.0,75.0,other
"Turkey, retail parts, thigh, meat only, cooked, roasted",6.25,0.46,25.1,159.0,104.0,other
"Turkey, retail parts, thigh, meat only, raw",3.69,0.0,20.6,116.0,75.0,other
"Turkey, retail parts, wing, meat and skin, cooked, roasted",13.3,0.13,28.7,235.0,106.0,other
"Turkey, retail parts, wing, meat and skin, raw",13.8,0.05,19.5,202.0,67.0,other
"Turkey, retail parts, wing, meat only, cooked, roasted",5.51,0.0,30.2,170.0,103.0,other
"Turkey, retail parts, wing, meat only, raw",2.49,0.0,22.5,112.0,69.0,other
"Turkey, skin from whole (light and dark), with added solution, raw",36.8,0.21,12.3,381.0,138.0,other
"Turkey, skin from whole, (light and dark), with added solution, roasted",40.3,0.0,22.2,451.0,234.0,other
"Turkey, skin, from retail parts, from dark meat, cooked, roasted",35.0,0.0,24.6,414.0,106.0,other
"Turkey, skin, from retail parts, from dark meat, raw",35.8,0.0,14.4,380.0,78.0,other
"Turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved",3.89,16.3,6.97,128.0,326.0,other
"Turkey, thigh, from whole bird, meat only, raw",2.5,0.15,21.3,108.0,124.0,other
"Turkey, thigh, from whole bird, meat only, roasted",6.04,0.0,27.7,165.0,104.0,other
"Turkey, thigh, from whole bird, meat only, with added solution, raw",4.12,0.15,19.3,115.0,167.0,other
"Turkey, thigh, from whole bird, meat only, with added solution, roasted",6.0,0.0,26.1,158.0,201.0,other
"Turkey, white, rotisserie, deli cut",3.0,7.7,13.5,112.0,1200.0,other
"Turkey, whole, back, meat only, cooked, roasted",6.04,0.0,27.7,173.0,104.0,other
"Turkey, whole, back, meat only, raw",2.5,0.15,21.3,113.0,124.0,other
"Turkey, whole, breast, meat only, cooked, roasted",2.08,0.0,30.1,147.0,99.0,other
"Turkey, whole, breast, meat only, raw",1.48,0.14,23.7,114.0,113.0,other
"Turkey, whole, dark meat, cooked, roasted",6.04,0.0,27.7,173.0,104.0,other
"Turkey, whole, dark meat, meat and skin, cooked, roasted",9.95,0.07,27.3,206.0,105.0,other
"Turkey, whole, dark meat, meat only, raw",2.5,0.15,21.3,108.0,124.0,other
"Turkey, whole, giblets, cooked, simmered",6.61,0.0,26.4,173.0,117.0,other
"Turkey, whole, giblets, raw",5.09,0.07,18.2,124.0,136.0,other
"Turkey, whole, light meat, meat and skin, cooked, roasted",5.57,0.05,29.6,177.0,101.0,other
"Turkey, whole, light meat, meat and skin, raw",7.43,0.15,22.0,161.0,105.0,other
"Turkey, whole, light meat, raw",1.48,0.14,23.7,114.0,113.0,other
"Turkey, whole, meat and skin, cooked, roasted",7.39,0.06,28.6,189.0,103.0,other
"Turkey, whole, meat and skin, raw",5.64,0.14,21.6,144.0,112.0,other
"Turkey, whole, meat and skin, with added solution, raw",9.1,0.15,19.0,159.0,180.0,other
"Turkey, whole, meat and skin, with added solution, roasted",8.01,0.0,26.1,176.0,224.0,other
"Turkey, whole, meat only, cooked, roasted",3.84,0.0,29.1,159.0,101.0,other
"Turkey, whole, meat only, raw",1.93,0.14,22.6,115.0,118.0,other
"Turkey, whole, meat only, with added solution, raw",2.39,0.14,20.9,106.0,194.0,other
"Turkey, whole, meat only, with added solution, roasted",3.7,0.0,26.6,140.0,223.0,other
"Turkey, whole, neck, meat only, cooked, simmered",7.36,0.0,22.5,162.0,246.0,other
"Turkey, whole, neck, meat only, raw",6.04,0.0,16.5,125.0,233.0,other
"Turkey, whole, skin (light and dark), raw",38.9,0.16,13.0,407.0,62.0,other
"Turkey, whole, skin (light and dark), roasted",39.3,0.57,23.9,459.0,116.0,other
"Turkey, whole, wing, meat only, cooked, roasted",2.08,0.0,30.1,147.0,99.0,other
"Turkey, whole, wing, meat only, raw",1.48,0.14,23.7,115.0,113.0,other
"Turkey, wing, from whole bird, meat only, with added solution, raw",1.66,0.14,21.5,102.0,206.0,other
"Turkey, wing, from whole bird, meat only, with added solution, roasted",2.08,0.0,27.0,127.0,238.0,other
"Turkey, wing, smoked, cooked, with skin, bone removed",12.4,0.0,27.4,221.0,996.0,other
"Turkey, young hen, skin only, cooked, roasted",44.4,0.0,19.0,482.0,44.0,other
"Turnip greens and turnips, frozen, cooked, boiled, drained, with salt",0.38,4.74,2.99,34.0,255.0,other
"Turnip greens and turnips, frozen, cooked, boiled, drained, without salt",0.38,4.85,2.99,35.0,19.0,other
"Turnip greens and turnips, frozen, unprepared",0.19,3.39,2.46,21.0,18.0,other
"Turnip greens, canned, no salt added",0.3,2.81,1.36,19.0,29.0,other
"Turnip greens, canned, solids and liquids",0.3,2.42,1.36,14.0,277.0,other
"Turnip greens, cooked, boiled, drained, with salt",0.23,4.36,1.14,20.0,265.0,other
"Turnip greens, cooked, boiled, drained, without salt",0.23,4.36,1.14,20.0,29.0,other
"Turnip greens, frozen, cooked, boiled, drained, with salt",0.42,4.98,3.35,29.0,251.0,other
"Turnip greens, frozen, cooked, boiled, drained, without salt",0.42,4.98,3.35,29.0,15.0,other
"Turnip greens, frozen, unprepared",0.31,3.67,2.47,22.0,12.0,other
"Turnip greens, raw",0.3,7.13,1.5,32.0,40.0,other
"Turnips, cooked, boiled, drained, with salt",0.08,5.06,0.71,22.0,286.0,other
"Turnips, cooked, boiled, drained, without salt",0.08,5.06,0.71,22.0,16.0,other
"Turnips, frozen, cooked, boiled, drained, with salt",0.24,3.73,1.53,21.0,272.0,other
"Turnips, frozen, cooked, boiled, drained, without salt",0.24,4.35,1.53,23.0,36.0,other
"Turnips, frozen, unprepared",0.16,2.94,1.04,16.0,25.0,other
"Turnips, raw",0.1,6.43,0.9,28.0,67.0,other
"Turnips, raw",0.119,7.27,0.953,0.0,12.8,other
"Turnover, cheese-filled, tomato-based sauce, frozen, unprepared",9.45,27.3,10.2,235.0,598.0,other
"Turnover, chicken- or turkey-, and vegetable-filled, reduced fat, frozen",5.51,21.7,7.87,168.0,276.0,other
"Turnover, filled with egg, meat and cheese, frozen",12.6,20.7,7.87,228.0,378.0,other
"Turnover, meat- and cheese-filled, tomato-based sauce, reduced fat, frozen",5.51,31.9,9.45,215.0,378.0,other
"Turtle, green, raw",0.5,0.0,19.8,89.0,68.0,other
"Udi's, Gluten Free, Classic French Dinner Rolls",6.4,55.1,7.99,310.0,707.0,other
"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",8.02,51.2,5.4,298.0,515.0,other
"Udi's, Gluten Free, Soft & Hearty Whole Grain Bread",9.34,49.1,7.25,309.0,510.0,other
"Udi's, Gluten Free, Whole Grain Dinner Rolls",11.6,44.3,11.8,329.0,507.0,other
"Van's, Gluten Free, Totally Original Pancakes",4.55,40.3,3.31,215.0,331.0,other
"Van's, Gluten Free, Totally Original Waffles",8.22,40.5,2.99,248.0,508.0,other
"Van's, The Perfect 10, Crispy Six Whole Grain + Four Seed Baked Crackers, Gluten Free",18.9,67.6,7.63,471.0,730.0,other
Vanilla extract,0.06,12.6,0.06,288.0,9.0,other
"Vanilla extract, imitation, alcohol",0.0,2.41,0.05,237.0,4.0,other
"Vanilla extract, imitation, no alcohol",0.0,14.4,0.03,56.0,3.0,other
"Veal, Australian, rib, rib roast, separable lean and fat, raw",13.1,1.15,19.6,201.0,76.0,other
"Veal, Australian, rib, rib roast, separable lean only, raw",4.63,1.4,21.7,134.0,83.0,other
"Veal, Australian, separable fat, raw",52.2,0.0,9.91,509.0,44.0,other
"Veal, Australian, shank, fore, bone-in, separable lean and fat, raw",7.42,0.0,19.6,145.0,108.0,other
"Veal, Australian, shank, fore, bone-in, separable lean only, raw",4.65,0.0,20.2,123.0,112.0,other
"Veal, Australian, shank, hind, bone-in, separable lean and fat, raw",7.2,0.0,19.8,144.0,95.0,other
"Veal, Australian, shank, hind, bone-in, separable lean only, raw",4.47,0.0,20.4,122.0,98.0,other
"Veal, breast, plate half, boneless, separable lean and fat, cooked, braised",19.0,0.0,25.9,282.0,64.0,other
"Veal, breast, point half, boneless, separable lean and fat, cooked, braised",14.2,0.0,28.2,248.0,66.0,other
"Veal, breast, separable fat, cooked",53.4,0.0,9.4,521.0,49.0,other
"Veal, breast, whole, boneless, separable lean and fat, cooked, braised",16.8,0.0,27.0,266.0,65.0,other
"Veal, breast, whole, boneless, separable lean and fat, raw",14.8,0.0,17.5,208.0,71.0,other
"Veal, breast, whole, boneless, separable lean only, cooked, braised",9.8,0.0,30.3,218.0,68.0,other
"Veal, composite of trimmed retail cuts, separable fat, cooked",66.7,0.0,9.42,642.0,57.0,other
"Veal, composite of trimmed retail cuts, separable fat, raw",67.8,0.0,6.02,638.0,26.0,other
"Veal, composite of trimmed retail cuts, separable lean and fat, cooked",11.4,0.0,30.1,231.0,87.0,other
"Veal, composite of trimmed retail cuts, separable lean and fat, raw",6.77,0.0,19.4,144.0,82.0,other
"Veal, composite of trimmed retail cuts, separable lean only, cooked",6.58,0.0,31.9,196.0,89.0,other
"Veal, composite of trimmed retail cuts, separable lean only, raw",2.87,0.0,20.2,112.0,86.0,other
"Veal, cubed for stew (leg and shoulder), separable lean only, cooked, braised",4.31,0.0,34.9,188.0,93.0,other
"Veal, cubed for stew (leg and shoulder), separable lean only, raw",2.5,0.0,20.3,109.0,83.0,other
"Veal, external fat only, cooked",53.2,0.0,15.3,540.0,103.0,other
"Veal, external fat only, raw",51.6,0.89,8.85,503.0,89.0,other
"Veal, foreshank, osso buco, separable lean and fat, cooked, braised",7.77,0.11,27.9,182.0,90.0,other
"Veal, foreshank, osso buco, separable lean only, cooked, braised",4.51,0.0,29.1,157.0,90.0,other
"Veal, ground, cooked, broiled",7.56,0.0,24.4,172.0,83.0,other
"Veal, ground, cooked, pan-fried",11.8,1.51,25.8,215.0,146.0,other
"Veal, ground, raw",13.1,0.0,18.6,197.0,103.0,other
"Veal, leg (top round), separable lean and fat, cooked, braised",6.33,0.0,36.2,211.0,67.0,other
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded",9.18,9.91,27.3,238.0,454.0,other
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded",8.35,0.0,31.8,211.0,76.0,other
"Veal, leg (top round), separable lean and fat, cooked, roasted",4.65,0.0,27.7,160.0,68.0,other
"Veal, leg (top round), separable lean and fat, raw",3.08,0.0,21.0,117.0,63.0,other
"Veal, leg (top round), separable lean only, cooked, braised",5.09,0.0,36.7,203.0,67.0,other
"Veal, leg (top round), separable lean only, cooked, pan-fried, breaded",6.27,9.84,28.4,216.0,455.0,other
"Veal, leg (top round), separable lean only, cooked, pan-fried, not breaded",4.62,0.0,33.2,183.0,77.0,other
"Veal, leg (top round), separable lean only, cooked, roasted",3.39,0.0,28.1,150.0,68.0,other
"Veal, leg (top round), separable lean only, raw",1.76,0.0,21.3,107.0,64.0,other
"Veal, leg, top round, cap off, cutlet, boneless, cooked, grilled",2.63,0.0,31.9,151.0,88.0,other
"Veal, leg, top round, cap off, cutlet, boneless, raw",2.07,0.0,22.1,107.0,86.0,other
"Veal, loin, chop, separable lean and fat, cooked, grilled",9.48,0.16,28.0,198.0,86.0,other
"Veal, loin, chop, separable lean only, cooked, grilled",4.44,0.07,29.8,159.0,85.0,other
"Veal, loin, separable lean and fat, cooked, braised",17.2,0.0,30.2,284.0,80.0,other
"Veal, loin, separable lean and fat, cooked, roasted",12.3,0.0,24.8,217.0,93.0,other
"Veal, loin, separable lean and fat, raw",10.1,0.07,20.1,177.0,98.0,other
"Veal, loin, separable lean only, cooked, braised",9.15,0.0,33.6,226.0,84.0,other
"Veal, loin, separable lean only, cooked, roasted",6.94,0.0,26.3,175.0,96.0,other
"Veal, loin, separable lean only, raw",2.9,0.0,21.8,114.0,99.0,other
"Veal, rib, separable lean and fat, cooked, braised",12.5,0.0,32.4,251.0,95.0,other
"Veal, rib, separable lean and fat, cooked, roasted",14.0,0.0,24.0,228.0,92.0,other
"Veal, rib, separable lean and fat, raw",9.01,0.0,18.9,162.0,89.0,other
"Veal, rib, separable lean only, cooked, braised",7.81,0.0,34.4,218.0,99.0,other
"Veal, rib, separable lean only, cooked, roasted",7.44,0.0,25.8,177.0,97.0,other
"Veal, rib, separable lean only, raw",3.89,0.0,20.0,120.0,95.0,other
"Veal, seam fat only, cooked",50.2,2.11,11.2,505.0,87.0,other
"Veal, seam fat only, raw",43.8,0.0,12.5,444.0,89.0,other
"Veal, shank (fore and hind), separable lean and fat, cooked, braised",6.2,0.0,31.5,191.0,93.0,other
"Veal, shank (fore and hind), separable lean and fat, raw",3.48,0.0,19.2,113.0,84.0,other
"Veal, shank (fore and hind), separable lean only, cooked, braised",4.33,0.0,32.2,177.0,94.0,other
"Veal, shank (fore and hind), separable lean only, raw",2.83,0.0,19.3,108.0,85.0,other
"Veal, shank, separable lean and fat, raw",3.3,0.0,19.3,107.0,107.0,other
"Veal, shank, separable lean only, raw",1.64,0.0,19.8,94.0,109.0,other
"Veal, shoulder, arm, separable lean and fat, cooked, braised",10.2,0.0,33.6,236.0,87.0,other
"Veal, shoulder, arm, separable lean and fat, cooked, roasted",8.25,0.0,25.5,183.0,90.0,other
"Veal, shoulder, arm, separable lean and fat, raw",5.44,0.0,19.3,132.0,83.0,other
"Veal, shoulder, arm, separable lean only, cooked, braised",5.33,0.0,35.7,201.0,90.0,other
"Veal, shoulder, arm, separable lean only, cooked, roasted",5.81,0.0,26.1,164.0,91.0,other
"Veal, shoulder, arm, separable lean only, raw",2.16,0.0,20.0,105.0,86.0,other
"Veal, shoulder, blade chop, separable lean and fat, cooked, grilled",10.6,0.15,25.7,199.0,111.0,other
"Veal, shoulder, blade chop, separable lean and fat, raw",7.61,0.03,18.7,148.0,91.0,other
"Veal, shoulder, blade chop, separable lean only, cooked, grilled",5.53,0.0,27.3,159.0,113.0,other
"Veal, shoulder, blade chop, separable lean only, raw",2.88,0.0,19.6,110.0,92.0,other
